AU_ID,Rowid,Year,Figure,Breakdown,Dissaggregation,Indicator,Outcome,Measure,Source,Yearlab
2528,1666,2014,38,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2529,1667,2015,40.9,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2530,1668,2016,37.8,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2531,1723,2017,37.1,Photography,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2532,1669,2008,108.6,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2533,1670,2009,100.6,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2534,1671,2010,159.1,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2535,1672,2011,152.4,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2536,1673,2012,140.9,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2537,1674,2013,150.9,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2538,1675,2014,162.4,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2539,1676,2015,173.6,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2540,1677,2016,162.8,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2541,1726,2017,219.8,Radio and TV,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2542,1678,2008,1168.7,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2543,1679,2009,1011.4,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2544,1680,2010,951.7,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2545,1681,2011,1006.7,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2546,1682,2012,1130,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2547,1683,2013,1565.1,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2548,1684,2014,1723.1,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2549,1685,2015,2238.8,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2550,1686,2016,1947.8,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2551,1729,2017,2371.2,Software/electronic publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2552,1687,2008,31.5,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2553,1688,2009,50.5,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
2554,1689,2010,43.7,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2010
2555,1690,2011,43.9,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2011
2556,1691,2012,38.2,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2012
2557,1692,2013,37,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2013
2558,1693,2014,25.1,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2014
2559,1694,2015,33.5,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2015
2560,1695,2016,43,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2016
2561,1717,2017,93.8,Visual art,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2017
2562,1696,2008,576,Writing and publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2008
2563,1697,2009,504.5,Writing and publishing,Sector,Growth in cultural economy,Culture,"The amount of income generated by businesses,  measured by Approximate Gross Value Added (aGVA), of the Creative Industries Growth Sector (GBP million)","Scottish Government, ONS (Annual Business Survey)",2009
